N_unmapped	374792	374792	374792
N_multimapping	4207757	4207757	4207757
N_noFeature	844044	16635500	929183
N_ambiguous	2434555	26657	671392
ENSG00000160072	164	0	164
ENSG00000234396	0	0	0
ENSG00000225972	2616	27	2589
ENSG00000224315	0	0	0
ENSG00000198744	1	0	1
ENSG00000279928	7	0	7
ENSG00000228037	21	2	19
ENSG00000142611	8	0	8
ENSG00000225630	520	4	516
ENSG00000284616	0	0	0
ENSG00000157911	55	362	91
ENSG00000269896	19	0	19
ENSG00000237973	867	45	9290
ENSG00000228463	13	0	19
ENSG00000260972	0	0	0
ENSG00000157933	1427	4	1423
ENSG00000224340	0	0	0
ENSG00000226545	0	0	0
ENSG00000268663	0	0	0
ENSG00000226374	0	0	0
ENSG00000229280	0	0	0
ENSG00000142655	181	36	181
ENSG00000232596	0	0	0
ENSG00000235054	0	0	0
ENSG00000232663	0	0	0
ENSG00000240409	0	0	0
ENSG00000229344	5	4	1
ENSG00000231510	0	0	0
ENSG00000149527	174	10	164
ENSG00000284739	0	0	0
ENSG00000171621	55	0	55
ENSG00000272235	0	0	0
ENSG00000284694	0	0	0
ENSG00000230021	4	6	4
ENSG00000287356	8	9	0
ENSG00000224387	2	2	0
ENSG00000285629	0	0	0
ENSG00000173673	0	0	0
ENSG00000142583	32	1	31
ENSG00000284674	0	0	0
ENSG00000272161	0	0	0
ENSG00000237094	170	0	170
ENSG00000224338	0	0	0
ENSG00000074800	7207	2	7205
ENSG00000116786	1207	0	1355
ENSG00000287727	1	1	0
ENSG00000228423	0	0	0
ENSG00000286448	0	6	0
ENSG00000131686	40	31	20
ENSG00000229305	0	0	0
ENSG00000284703	1	0	1
ENSG00000226457	0	0	0
ENSG00000173614	114	1	113
ENSG00000248527	3656	85	3571
ENSG00000215720	0	0	0
ENSG00000241326	0	0	0
ENSG00000233623	0	0	0
ENSG00000162592	0	36	0
ENSG00000116254	43	0	43
ENSG00000233645	0	0	0
ENSG00000204624	4	0	5
ENSG00000142606	4	53	11
ENSG00000235146	0	0	0
ENSG00000225931	12	0	12
ENSG00000171729	22	0	23
ENSG00000279457	70	0	70
ENSG00000162571	1	0	1
ENSG00000229393	0	0	0
ENSG00000037637	619	0	619
ENSG00000287586	29	0	29
ENSG00000159423	73	0	73
ENSG00000142599	3269	21	3252
ENSG00000227169	0	0	0
ENSG00000283356	0	0	0
ENSG00000011021	375	2	385
ENSG00000142615	1	1	0
ENSG00000215704	0	2	0
ENSG00000157916	1227	40	1585
ENSG00000157881	460	0	460
ENSG00000238290	1	1	0
ENSG00000225387	0	0	0
ENSG00000048707	1715	1	1714
ENSG00000158748	0	0	0
ENSG00000225196	0	0	0
ENSG00000162444	240	0	240
ENSG00000279625	0	0	0
ENSG00000180758	90	0	90
ENSG00000184677	1100	1	1099
ENSG00000230679	1	0	1
ENSG00000270136	0	0	0
ENSG00000288398	51	0	51
ENSG00000224621	0	0	0
ENSG00000285833	0	1	0
ENSG00000131697	147	0	147
