N_unmapped	267961	267961	267961
N_multimapping	2961945	2961945	2961945
N_noFeature	5759489	17185850	16796128
N_ambiguous	1904477	517563	503670
ENSG00000160072	1375	672	703
ENSG00000234396	1	1	0
ENSG00000225972	19511	3270	16242
ENSG00000224315	4	0	4
ENSG00000198744	198	153	45
ENSG00000279928	0	0	0
ENSG00000228037	103	31	72
ENSG00000142611	118	50	68
ENSG00000225630	6543	3348	3195
ENSG00000284616	0	0	0
ENSG00000157911	260	534	508
ENSG00000269896	107	57	50
ENSG00000237973	1422	655	971
ENSG00000228463	1	1	1
ENSG00000260972	0	0	0
ENSG00000157933	1118	497	621
ENSG00000224340	2	2	0
ENSG00000226545	0	0	0
ENSG00000268663	0	0	0
ENSG00000226374	0	0	0
ENSG00000229280	0	0	0
ENSG00000142655	357	191	232
ENSG00000232596	0	0	0
ENSG00000235054	0	0	0
ENSG00000232663	0	0	0
ENSG00000240409	0	0	0
ENSG00000229344	107	88	41
ENSG00000231510	0	0	0
ENSG00000149527	288	130	158
ENSG00000284739	0	0	0
ENSG00000171621	370	190	180
ENSG00000272235	32	9	23
ENSG00000284694	0	0	0
ENSG00000230021	7	14	39
ENSG00000287356	23	15	12
ENSG00000224387	2	0	2
ENSG00000285629	0	0	0
ENSG00000173673	5	1	4
ENSG00000142583	349	183	166
ENSG00000284674	0	0	0
ENSG00000272161	0	0	0
ENSG00000237094	16	11	6
ENSG00000224338	0	0	0
ENSG00000074800	12020	6078	5947
ENSG00000116786	1210	661	688
ENSG00000287727	35	15	20
ENSG00000228423	3	2	1
ENSG00000286448	0	0	1
ENSG00000131686	0	0	0
ENSG00000229305	0	0	0
ENSG00000284703	0	0	0
ENSG00000226457	3	0	3
ENSG00000173614	317	159	161
ENSG00000248527	41012	19885	21127
ENSG00000215720	3	0	3
ENSG00000241326	0	0	0
ENSG00000233623	11	6	5
ENSG00000162592	2	22	10
ENSG00000116254	60	29	31
ENSG00000233645	0	0	0
ENSG00000204624	10	7	4
ENSG00000142606	34	196	219
ENSG00000235146	0	0	0
ENSG00000225931	33	15	19
ENSG00000171729	269	144	143
ENSG00000279457	42	16	26
ENSG00000162571	61	27	42
ENSG00000229393	0	0	0
ENSG00000037637	609	283	326
ENSG00000287586	0	0	0
ENSG00000159423	309	160	149
ENSG00000142599	2871	1333	1539
ENSG00000227169	0	0	0
ENSG00000283356	0	0	0
ENSG00000011021	662	341	348
ENSG00000142615	0	0	0
ENSG00000215704	2	2	3
ENSG00000157916	1725	1225	1282
ENSG00000157881	555	282	273
ENSG00000238290	3	2	1
ENSG00000225387	0	0	0
ENSG00000048707	2134	1051	1083
ENSG00000158748	28	13	15
ENSG00000225196	0	0	0
ENSG00000162444	52	19	33
ENSG00000279625	0	0	0
ENSG00000180758	312	160	152
ENSG00000184677	1256	640	616
ENSG00000230679	0	1	4
ENSG00000270136	1	0	1
ENSG00000288398	55	28	27
