N_unmapped	232545	232545	232545
N_multimapping	2535771	2535771	2535771
N_noFeature	5915178	17188265	17170863
N_ambiguous	1873102	489407	467928
ENSG00000160072	1742	845	897
ENSG00000234396	2	2	2
ENSG00000225972	35	7	28
ENSG00000224315	0	0	0
ENSG00000198744	94	59	35
ENSG00000279928	0	0	0
ENSG00000228037	80	40	40
ENSG00000142611	266	119	148
ENSG00000225630	5368	2850	2518
ENSG00000284616	0	0	0
ENSG00000157911	213	535	546
ENSG00000269896	31	18	13
ENSG00000237973	1601	672	1057
ENSG00000228463	2	2	4
ENSG00000260972	0	0	0
ENSG00000157933	1696	829	867
ENSG00000224340	0	0	0
ENSG00000226545	0	0	0
ENSG00000268663	0	0	0
ENSG00000226374	0	9	4
ENSG00000229280	0	0	0
ENSG00000142655	362	199	217
ENSG00000232596	0	0	0
ENSG00000235054	0	0	0
ENSG00000232663	0	0	0
ENSG00000240409	0	0	0
ENSG00000229344	83	71	23
ENSG00000231510	0	0	0
ENSG00000149527	186	88	98
ENSG00000284739	0	0	0
ENSG00000171621	851	426	425
ENSG00000272235	45	24	21
ENSG00000284694	0	0	0
ENSG00000230021	7	16	64
ENSG00000287356	28	5	26
ENSG00000224387	1	1	0
ENSG00000285629	6	0	6
ENSG00000173673	4	4	0
ENSG00000142583	465	267	198
ENSG00000284674	0	0	0
ENSG00000272161	2	2	0
ENSG00000237094	10	4	7
ENSG00000224338	0	0	0
ENSG00000074800	10841	5309	5537
ENSG00000116786	1439	820	801
ENSG00000287727	15	4	11
ENSG00000228423	4	0	4
ENSG00000286448	0	4	0
ENSG00000131686	0	0	0
ENSG00000229305	4	4	0
ENSG00000284703	0	0	0
ENSG00000226457	2	0	2
ENSG00000173614	273	155	118
ENSG00000248527	40305	21067	19238
ENSG00000215720	7	3	4
ENSG00000241326	0	0	0
ENSG00000233623	3	0	3
ENSG00000162592	3	13	19
ENSG00000116254	42	26	16
ENSG00000233645	0	0	0
ENSG00000204624	15	4	11
ENSG00000142606	54	187	164
ENSG00000235146	0	0	0
ENSG00000225931	89	45	44
ENSG00000171729	420	206	225
ENSG00000279457	108	39	69
ENSG00000162571	39	17	25
