N_unmapped	160274	160274	160274
N_multimapping	1526929	1526929	1526929
N_noFeature	1440280	16164869	1550655
N_ambiguous	1680468	26910	646367
ENSG00000160072	317	0	317
ENSG00000234396	0	0	0
ENSG00000225972	1	0	1
ENSG00000224315	0	0	0
ENSG00000198744	1	0	1
ENSG00000279928	3	0	3
ENSG00000228037	13	3	10
ENSG00000142611	0	0	0
ENSG00000225630	530	8	522
ENSG00000284616	0	0	0
ENSG00000157911	43	372	83
ENSG00000269896	31	0	31
ENSG00000237973	334	2	336
ENSG00000228463	20	0	36
ENSG00000260972	0	0	0
ENSG00000157933	1841	6	1835
ENSG00000224340	0	0	0
ENSG00000226545	0	0	0
ENSG00000268663	0	0	0
ENSG00000226374	0	0	0
ENSG00000229280	0	0	0
ENSG00000142655	160	25	160
ENSG00000232596	0	0	0
ENSG00000235054	0	0	0
ENSG00000232663	1	1	0
ENSG00000240409	0	0	0
ENSG00000229344	3	0	3
ENSG00000231510	0	0	0
ENSG00000149527	249	10	239
ENSG00000284739	0	0	0
ENSG00000171621	52	1	51
ENSG00000272235	0	0	0
ENSG00000284694	0	0	0
ENSG00000230021	3	10	3
ENSG00000287356	6	6	1
ENSG00000224387	4	2	2
ENSG00000285629	0	0	0
ENSG00000173673	0	0	0
ENSG00000142583	93	1	92
ENSG00000284674	0	0	0
ENSG00000272161	0	0	0
ENSG00000237094	327	0	327
ENSG00000224338	0	0	0
ENSG00000074800	7266	6	7261
ENSG00000116786	1183	2	1342
ENSG00000287727	4	4	0
ENSG00000228423	0	0	0
ENSG00000286448	0	16	0
ENSG00000131686	32	35	9
ENSG00000229305	0	0	0
ENSG00000284703	0	0	0
ENSG00000226457	0	0	0
ENSG00000173614	149	2	147
ENSG00000248527	2880	64	2816
ENSG00000215720	0	0	0
ENSG00000241326	0	0	0
ENSG00000233623	2	0	2
ENSG00000162592	0	22	0
ENSG00000116254	12	0	12
ENSG00000233645	0	0	0
ENSG00000204624	8	0	8
ENSG00000142606	0	37	1
ENSG00000235146	0	0	0
ENSG00000225931	15	1	14
ENSG00000171729	14	0	15
ENSG00000279457	96	0	96
ENSG00000162571	0	0	0
ENSG00000229393	6	5	1
ENSG00000037637	568	0	568
